Mask_Name,Coverage_Percentage
01396.png,8.2565
01397.png,5.0087
01398.png,8.1295
01399.png,2.2392
01400.png,9.4532
01401.png,9.4742
01402.png,6.9668
01403.png,3.5530
01404.png,3.3451
01405.png,5.6351
01406.png,8.7765
01407.png,2.8111
01408.png,6.2695
01409.png,6.5800
01410.png,2.5070
01411.png,8.6510
01412.png,1.0361
01413.png,9.5085
01414.png,9.2949
01415.png,7.7518
01416.png,8.7257
01417.png,8.4618
01418.png,2.8435
01419.png,5.0018
01420.png,9.1705
01421.png,8.5518
01422.png,4.2568
01423.png,1.6594
01424.png,6.3229
01425.png,8.2657
01426.png,9.5158
01427.png,4.8603
01428.png,5.9593
01429.png,2.3567
01430.png,7.0679
01431.png,3.0968
01432.png,2.9701
01433.png,2.0626
01434.png,4.1824
01435.png,1.7281
01436.png,8.1238
01437.png,2.9427
01438.png,5.1758
01439.png,8.8654
01440.png,4.5517
01441.png,2.0924
01442.png,7.7991
01443.png,7.1304
01444.png,7.1995
01445.png,5.5698
01446.png,3.9680
01447.png,2.2488
01448.png,5.3825
01449.png,9.5619
01450.png,6.8283
01451.png,4.4399
01452.png,6.5952
01453.png,5.6305
01454.png,8.2661
01455.png,2.1931
01456.png,8.7666
01457.png,3.5332
01458.png,9.0225
01459.png,3.4103
01460.png,4.3308
01461.png,1.9474
01462.png,7.2224
01463.png,8.9367
01464.png,6.4972
01465.png,2.8023
01466.png,4.6902
01467.png,2.6691
01468.png,1.5743
01469.png,2.5299
01470.png,1.2096
01471.png,9.0549
01472.png,9.8873
01473.png,9.8763
01474.png,6.2614
01475.png,7.1388
01476.png,1.9756
01477.png,6.9828
01478.png,6.9702
01479.png,2.7897
01480.png,7.6134
01481.png,1.3462
01482.png,5.7087
01483.png,5.7865
01484.png,5.9250
01485.png,4.4743
01486.png,6.7722
01487.png,9.3185
01488.png,7.8453
01489.png,5.9151
01490.png,3.3749
01491.png,6.4774
01492.png,3.8898
01493.png,5.3032
01494.png,5.1834
01495.png,9.8740
01496.png,6.2893
01497.png,5.3562
01498.png,9.6069
01499.png,2.3758
01500.png,4.0623
01501.png,4.1893
01502.png,2.4921
01503.png,5.5374
01504.png,5.8868
01505.png,9.3586
01506.png,9.4334
01507.png,4.3297
01508.png,4.1840
01509.png,7.4780
01510.png,8.3462
01511.png,3.2463
01512.png,2.9358
01513.png,5.4665
01514.png,3.4882
01515.png,8.1745
01516.png,8.3961
01517.png,8.3038
01518.png,8.9954
01519.png,3.5313
01520.png,6.5659
01521.png,6.5460
01522.png,8.0616
01523.png,8.9382
01524.png,2.1549
01525.png,9.4830
01526.png,7.3864
01527.png,2.5814
01528.png,9.1114
01529.png,2.5143
01530.png,7.2021
01531.png,8.3294
01532.png,2.5215
01533.png,4.6597
01534.png,9.0179
01535.png,3.1254
01536.png,9.6478
01537.png,4.6719
01538.png,7.9166
01539.png,9.6405
01540.png,1.0525
01541.png,1.2192
01542.png,9.6745
01543.png,9.6466
01544.png,5.5794
01545.png,4.1458
01546.png,9.4074
01547.png,8.8638
01548.png,2.4593
01549.png,3.6545
01550.png,5.5275
01551.png,6.8569
01552.png,7.6645
01553.png,9.1141
01554.png,2.0760
01555.png,7.3997
01556.png,5.5779
01557.png,8.3672
01558.png,4.5334
01559.png,7.7423
01560.png,9.2140
01561.png,1.0918
01562.png,7.0278
01563.png,2.4086
01564.png,7.7045
01565.png,4.1775
01566.png,4.8843
01567.png,1.6869
01568.png,6.7577
01569.png,5.8960
01570.png,4.1943
01571.png,5.6156
01572.png,6.6334
01573.png,8.9451
01574.png,6.6246
01575.png,5.9460
01576.png,2.0397
01577.png,7.1110
01578.png,1.2276
01579.png,9.2342
01580.png,4.6474
01581.png,7.1888
01582.png,2.1484
01583.png,9.8415
01584.png,8.0761
01585.png,7.1968
01586.png,4.1908
01587.png,6.3213
01588.png,4.2091
01589.png,6.7890
01590.png,2.7912
01591.png,6.3499
01592.png,9.1454
01593.png,5.9196
01594.png,6.7966
01595.png,9.8942
01596.png,5.8796
01597.png,6.3084
01598.png,6.4159
01599.png,4.4426
01600.png,8.2260
01601.png,6.7051
01602.png,7.5802
01603.png,9.5512
01604.png,9.6760
01605.png,1.7094
01606.png,5.9875
01607.png,3.1452
01608.png,2.0844
01609.png,7.0110
01610.png,5.6728
01611.png,9.9426
01612.png,3.6201
01613.png,9.4051
01614.png,2.0546
01615.png,7.5554
01616.png,5.3688
01617.png,8.8951
01618.png,9.5387
01619.png,5.0751
01620.png,8.0833
01621.png,6.8558
01622.png,4.8656
01623.png,8.2672
01624.png,2.1069
01625.png,7.2861
01626.png,7.2216
01627.png,4.3427
01628.png,3.7750
01629.png,7.0316
01630.png,3.3344
01631.png,6.0658
01632.png,5.1971
01633.png,7.2647
01634.png,4.5753
01635.png,4.1946
01636.png,2.6459
01637.png,5.2826
01638.png,6.7566
01639.png,3.0888
01640.png,8.1219
01641.png,7.3513
01642.png,1.6987
01643.png,3.7331
01644.png,3.7365
01645.png,4.2976
01646.png,9.3925
01647.png,1.5308
01648.png,4.3087
01649.png,3.4508
01650.png,9.5482
01651.png,4.2660
01652.png,9.1022
01653.png,1.6624
01654.png,4.9591
01655.png,6.1363
01656.png,2.7954
01657.png,1.2554
01658.png,1.6998
01659.png,9.9430
01660.png,1.8169
01661.png,4.7684
01662.png,7.0728
01663.png,5.6103
01664.png,8.1299
01665.png,7.0992
01666.png,5.5515
01667.png,8.2474
01668.png,4.1340
01669.png,7.6225
01670.png,3.4779
01671.png,5.3394
01672.png,5.3207
01673.png,9.5146
01674.png,7.9746
01675.png,2.2442
01676.png,4.7382
01677.png,1.3790
01678.png,6.7959
01679.png,9.3613
01680.png,8.8306
01681.png,8.9279
01682.png,8.8070
01683.png,9.8278
01684.png,6.3179
01685.png,4.0634
01686.png,2.6276
01687.png,4.4765
01688.png,6.3915
01689.png,5.2711
01690.png,6.6746
01691.png,2.5726
01692.png,4.0886
01693.png,3.8998
01694.png,4.7825
01695.png,2.9217
01696.png,7.6706
01697.png,2.1126
01698.png,8.6075
01699.png,1.2913
01700.png,6.3210
01701.png,8.2909
01702.png,6.9782
01703.png,4.2217
01704.png,5.3631
01705.png,5.6652
01706.png,6.7654
01707.png,1.0456
01708.png,3.4576
01709.png,4.6005
01710.png,4.7436
01711.png,7.2350
01712.png,9.9270
01713.png,7.2071
01714.png,4.2931
01715.png,8.7509
01716.png,4.5704
01717.png,9.2258
01718.png,4.8935
01719.png,9.3349
01720.png,9.8705
01721.png,6.9355
01722.png,7.3559
01723.png,2.0584
01724.png,3.6690
01725.png,4.5128
01726.png,2.0782
01727.png,8.4610
01728.png,6.9187
01729.png,9.5943
01730.png,9.4551
01731.png,8.0456
01732.png,1.8917
01733.png,5.8929
01734.png,6.4732
01735.png,4.2419
01736.png,9.0256
01737.png,6.3530
01738.png,5.9639
01739.png,1.7429
01740.png,8.7772
01741.png,9.2995
01742.png,2.7672
01743.png,6.6723
01744.png,1.2436
01745.png,6.8878
01746.png,8.6750
01747.png,8.4900
01748.png,7.1991
01749.png,7.7595
01750.png,9.4990
01751.png,5.3288
01752.png,1.5171
01753.png,7.8243
01754.png,9.9766
01755.png,7.6687
01756.png,7.4638
01757.png,1.9928
01758.png,5.4649
01759.png,6.1363
01760.png,4.8397
01761.png,8.5270
01762.png,5.9288
01763.png,1.5442
01764.png,3.4576
01765.png,1.5057
01766.png,8.2581
01767.png,8.8551
01768.png,2.8732
01769.png,8.2623
01770.png,8.6578
01771.png,9.2064
01772.png,8.2001
01773.png,1.8517
01774.png,3.1277
01775.png,9.8114
01776.png,7.0827
01777.png,2.8477
01778.png,9.6287
01779.png,2.6653
01780.png,6.1676
01781.png,3.0437
01782.png,9.9171
01783.png,6.1558
01784.png,9.1686
01785.png,6.5304
01786.png,4.5959
01787.png,3.9860
01788.png,4.1759
01789.png,3.9417
01790.png,8.2863
01791.png,7.4661
01792.png,8.1429
01793.png,2.3109
01794.png,8.7734
01795.png,8.0460
01796.png,7.5333
01797.png,8.3088
01798.png,7.8403
01799.png,6.0535
01800.png,1.8799
01801.png,4.7775
01802.png,1.7891
01803.png,9.1671
01804.png,8.5316
01805.png,1.7685
01806.png,9.5276
01807.png,2.1667
01808.png,4.4201
01809.png,7.1892
01810.png,8.4995
01811.png,6.8016
01812.png,7.0316
01813.png,4.7359
01814.png,7.3524
01815.png,3.9944
01816.png,1.0632
01817.png,2.2587
01818.png,6.9714
01819.png,9.1045
01820.png,4.9240
01821.png,6.7589
01822.png,9.7881
01823.png,1.0422
01824.png,4.2702
01825.png,9.9068
01826.png,2.7981
01827.png,9.4944
01828.png,8.1539
01829.png,9.2052
01830.png,2.0462
01831.png,7.7026
01832.png,1.7117
01833.png,5.8495
01834.png,4.4071
01835.png,1.3515
01836.png,9.3765
01837.png,2.2697
01838.png,2.4815
01839.png,4.8897
01840.png,7.8617
01841.png,5.8521
01842.png,7.0866
01843.png,6.8531
01844.png,9.8179
01845.png,7.2487
01846.png,2.2141
01847.png,7.9010
01848.png,9.0725
01849.png,1.3195
01850.png,6.7837
01851.png,7.5836
01852.png,4.6959
01853.png,6.6883
01854.png,3.7899
01855.png,9.0717
01856.png,2.0184
01857.png,4.4746
01858.png,7.1396
01859.png,5.4161
01860.png,4.6795
01861.png,2.2091
01862.png,6.3816
01863.png,6.3835
01864.png,3.6201
01865.png,4.4640
01866.png,8.2680
01867.png,3.9455
01868.png,5.6267
01869.png,2.4540
01870.png,6.9057
01871.png,8.8066
01872.png,5.1067
01873.png,6.0898
01874.png,3.6957
01875.png,4.1103
01876.png,3.1410
01877.png,8.8505
01878.png,7.0423
01879.png,5.4577
01880.png,9.7610
01881.png,3.6499
01882.png,7.7957
01883.png,3.3684
01884.png,6.3778
01885.png,9.4433
01886.png,8.1532
01887.png,7.1896
01888.png,2.7569
01889.png,2.8667
01890.png,8.0029
01891.png,4.3530
01892.png,8.2863
01893.png,1.4896
01894.png,9.8675
01895.png,6.7516
01896.png,7.6515
01897.png,9.6825
01898.png,6.3198
01899.png,9.1175
01900.png,5.7217
01901.png,7.0774
01902.png,8.8760
01903.png,9.4074
01904.png,5.6568
01905.png,9.4559
01906.png,6.9408
01907.png,9.2743
01908.png,1.1890
01909.png,3.4290
01910.png,3.8776
01911.png,5.6011
01912.png,7.8930
01913.png,3.4191
01914.png,9.3365
01915.png,4.6822
01916.png,6.8066
01917.png,8.6830
01918.png,3.4920
01919.png,7.9113
01920.png,1.4771
01921.png,2.1591
01922.png,8.1516
01923.png,8.9809
01924.png,1.4492
01925.png,6.9489
01926.png,2.2831
01927.png,1.0921
01928.png,8.3057
01929.png,8.4961
01930.png,3.0979
01931.png,4.8050
01932.png,5.8495
01933.png,9.8438
01934.png,1.4259
01935.png,1.1768
01936.png,4.4422
01937.png,7.0721
01938.png,4.4819
01939.png,7.1865
01940.png,9.4959
01941.png,7.3238
01942.png,9.8560
01943.png,8.5094
01944.png,3.2688
01945.png,2.5517
01946.png,5.0804
01947.png,5.6053
01948.png,2.8259
01949.png,9.0450
01950.png,1.6411
01951.png,8.2970
01952.png,7.1621
01953.png,6.3938
01954.png,1.0010
01955.png,7.7362
01956.png,3.7964
01957.png,8.2779
01958.png,5.9868
01959.png,3.5660
01960.png,3.7640
01961.png,4.4231
01962.png,8.2352
01963.png,9.6386
01964.png,7.6450
01965.png,6.5418
01966.png,9.1316
01967.png,9.7565
01968.png,4.2641
01969.png,1.6033
01970.png,9.1621
01971.png,6.2809
01972.png,9.8770
01973.png,4.0573
01974.png,6.4770
01975.png,7.2876
01976.png,5.7011
01977.png,7.3875
01978.png,8.7418
01979.png,9.9358
01980.png,4.9789
01981.png,5.4596
01982.png,5.2307
01983.png,7.1461
01984.png,6.7829
01985.png,4.0295
01986.png,9.1446
01987.png,1.1505
01988.png,8.1341
01989.png,2.9572
01990.png,4.6211
01991.png,9.6638
01992.png,7.6374
01993.png,5.7465
01994.png,3.1822
01995.png,3.9940
01996.png,7.8362
01997.png,1.9543
01998.png,1.1463
01999.png,9.0332
02000.png,13.8817
02001.png,13.2710
02002.png,12.0102
02003.png,15.0101
02004.png,17.5385
02005.png,11.8027
02006.png,11.4517
02007.png,14.2601
02008.png,16.0847
02009.png,11.2007
02010.png,17.0944
02011.png,16.5871
02012.png,11.1485
02013.png,13.1351
02014.png,12.3535
02015.png,18.9648
02016.png,10.5564
02017.png,19.5747
02018.png,13.7554
02019.png,12.4603
02020.png,16.0233
02021.png,14.5374
02022.png,13.8451
02023.png,17.3183
02024.png,12.3226
02025.png,13.8424
02026.png,12.6575
02027.png,19.5744
02028.png,14.5752
02029.png,16.0694
02030.png,18.8976
02031.png,18.2491
02032.png,17.0467
02033.png,10.8097
02034.png,13.1905
02035.png,17.0425
02036.png,18.4589
02037.png,12.6282
02038.png,19.6659
02039.png,10.1200
02040.png,10.4774
02041.png,16.3273
02042.png,10.3901
02043.png,11.7760
02044.png,10.9547
02045.png,12.6591
02046.png,11.1664
02047.png,10.4370
02048.png,10.0197
02049.png,13.0211
02050.png,18.0874
02051.png,10.8757
02052.png,14.7999
02053.png,17.1711
02054.png,11.7599
02055.png,11.9774
02056.png,11.5963
02057.png,10.2276
02058.png,13.9294
02059.png,18.3979
02060.png,13.2538
02061.png,16.0225
02062.png,15.4182
02063.png,15.9962
02064.png,15.0581
02065.png,15.5071
02066.png,11.2530
02067.png,15.9687
02068.png,11.6455
02069.png,18.1633
02070.png,11.2553
02071.png,19.8410
02072.png,13.6288
02073.png,15.1260
02074.png,18.7374
02075.png,14.2010
02076.png,11.3964
02077.png,11.6455
02078.png,12.7102
02079.png,19.9390
02080.png,17.9356
02081.png,10.9943
02082.png,12.8620
02083.png,18.0565
02084.png,13.3686
02085.png,19.0590
02086.png,15.2500
02087.png,17.8558
02088.png,17.2829
02089.png,14.6122
02090.png,11.8294
02091.png,15.1936
02092.png,15.7471
02093.png,15.2058
02094.png,18.6493
02095.png,13.2519
02096.png,13.5822
02097.png,10.0975
02098.png,12.3394
02099.png,15.8840
02100.png,17.7349
02101.png,18.2514
02102.png,11.7817
02103.png,16.5924
02104.png,10.0513
02105.png,18.9911
02106.png,16.9819
02107.png,16.1213
02108.png,16.0397
02109.png,13.5086
02110.png,10.8391
02111.png,15.8501
02112.png,16.5882
02113.png,13.6799
02114.png,12.0495
02115.png,16.4753
02116.png,18.1091
02117.png,11.2267
02118.png,13.5361
02119.png,10.2531
02120.png,12.3116
02121.png,19.6365
02122.png,16.1922
02123.png,14.8098
02124.png,18.8465
02125.png,10.5606
02126.png,14.7930
02127.png,18.5104
02128.png,12.0300
02129.png,15.9515
02130.png,13.8184
02131.png,15.5277
02132.png,15.9031
02133.png,18.0771
02134.png,10.7166
02135.png,18.5314
02136.png,11.1759
02137.png,10.7300
02138.png,10.6747
02139.png,14.9765
02140.png,13.3324
02141.png,14.1052
02142.png,16.9273
02143.png,13.0600
02144.png,18.0496
02145.png,13.6215
02146.png,17.2718
02147.png,12.3268
02148.png,10.9680
02149.png,11.8813
02150.png,12.3249
02151.png,10.9993
02152.png,14.0343
02153.png,13.2706
02154.png,17.6807
02155.png,10.7010
02156.png,12.3882
02157.png,19.1185
02158.png,19.4466
02159.png,11.6665
02160.png,12.9955
02161.png,10.8158
02162.png,11.1675
02163.png,19.1303
02164.png,18.4078
02165.png,10.2001
02166.png,16.1217
02167.png,16.1343
02168.png,16.1419
02169.png,16.8289
02170.png,13.7909
02171.png,15.4163
02172.png,10.9814
02173.png,15.0261
02174.png,12.6373
02175.png,14.5836
02176.png,17.0254
02177.png,11.3327
02178.png,12.5107
02179.png,11.5437
02180.png,18.6153
02181.png,14.0831
02182.png,18.3029
02183.png,19.1006
02184.png,12.2410
02185.png,13.6372
02186.png,14.8346
02187.png,10.9566
02188.png,11.4521
02189.png,12.7834
02190.png,15.6067
02191.png,10.5434
02192.png,11.0928
02193.png,18.0923
02194.png,14.7121
02195.png,12.6625
02196.png,12.1780
02197.png,11.5471
02198.png,10.0971
02199.png,14.7148
02200.png,13.3842
02201.png,17.3943
02202.png,10.4282
02203.png,17.8066
02204.png,18.0077
02205.png,16.1694
02206.png,18.6062
02207.png,14.2841
02208.png,13.0573
02209.png,18.5738
02210.png,16.4703
02211.png,12.6820
02212.png,12.1132
02213.png,13.1622
02214.png,15.0223
02215.png,11.1649
02216.png,11.6905
02217.png,11.6863
02218.png,18.6672
02219.png,11.1618
02220.png,14.0972
02221.png,16.9838
02222.png,16.7412
02223.png,12.2269
02224.png,10.6567
02225.png,16.7179
02226.png,13.0367
02227.png,19.6266
02228.png,19.5118
02229.png,16.9250
02230.png,19.4115
02231.png,11.4578
02232.png,19.3607
02233.png,14.7308
02234.png,15.3744
02235.png,10.5076
02236.png,17.5800
02237.png,15.1703
02238.png,14.8720
02239.png,18.8583
02240.png,11.7302
02241.png,13.8462
02242.png,10.3256
02243.png,19.4359
02244.png,13.8554
02245.png,12.3745
02246.png,18.1656
02247.png,12.5198
02248.png,14.1186
02249.png,13.2217
02250.png,15.0642
02251.png,15.7001
02252.png,18.8305
02253.png,16.0149
02254.png,15.5380
02255.png,13.8172
02256.png,14.5359
02257.png,11.4723
02258.png,17.8329
02259.png,14.5241
02260.png,14.5100
02261.png,10.7395
02262.png,10.5877
02263.png,16.0191
02264.png,13.9858
02265.png,14.8441
02266.png,15.0639
02267.png,13.5799
02268.png,10.2863
02269.png,10.0243
02270.png,11.5047
02271.png,16.5001
02272.png,12.1098
02273.png,13.8298
02274.png,12.2108
02275.png,12.4271
02276.png,16.8034
02277.png,18.9003
02278.png,11.1027
02279.png,13.1561
02280.png,17.0475
02281.png,13.6818
02282.png,16.6153
02283.png,19.4469
02284.png,18.8534
02285.png,10.8524
02286.png,16.5565
02287.png,16.5382
02288.png,10.3027
02289.png,18.2426
02290.png,10.0967
02291.png,15.8112
02292.png,11.3277
02293.png,16.7648
02294.png,12.4981
02295.png,14.4901
02296.png,16.7839
02297.png,19.5232
02298.png,11.7405
02299.png,10.1376
02300.png,14.3227
02301.png,10.0479
02302.png,10.2783
02303.png,15.8424
02304.png,15.7501
02305.png,18.6378
02306.png,19.2112
02307.png,13.3923
02308.png,19.7586
02309.png,13.3781
02310.png,16.4970
02311.png,19.9936
02312.png,11.7367
02313.png,10.5190
02314.png,18.8019
02315.png,12.1990
02316.png,11.9457
02317.png,11.3487
02318.png,16.4349
02319.png,19.5133
02320.png,15.9527
02321.png,17.2630
02322.png,11.0634
02323.png,17.9962
02324.png,13.9343
02325.png,17.5030
02326.png,17.5476
02327.png,12.5206
02328.png,17.2981
02329.png,16.1499
02330.png,13.7474
02331.png,14.7812
02332.png,17.6193
02333.png,12.7338
02334.png,12.6129
02335.png,14.1479
02336.png,12.4657
02337.png,17.7868
02338.png,13.2027
02339.png,13.1996
02340.png,19.1135
02341.png,19.7796
02342.png,16.1102
02343.png,15.7578
02344.png,16.6389
02345.png,12.6228
02346.png,10.9795
02347.png,10.1379
02348.png,10.9417
02349.png,16.4482
02350.png,19.5435
02351.png,12.1532
02352.png,13.8653
02353.png,10.2539
02354.png,14.4535
02355.png,10.8356
02356.png,13.8466
02357.png,14.0450
02358.png,15.1340
02359.png,14.6381
02360.png,14.0358
02361.png,14.7038
02362.png,11.9560
02363.png,10.0574
02364.png,15.8428
02365.png,15.3313
02366.png,13.0096
02367.png,13.8050
02368.png,14.8346
02369.png,18.5165
02370.png,17.7563
02371.png,16.8995
02372.png,19.6716
02373.png,12.8605
02374.png,13.8626
02375.png,19.2623
02376.png,14.2040
02377.png,16.7702
02378.png,14.9857
02379.png,11.3224
02380.png,11.5044
02381.png,14.6397
02382.png,12.5462
02383.png,16.4642
02384.png,18.4021
02385.png,13.4064
02386.png,16.7343
02387.png,18.7485
02388.png,11.3773
02389.png,11.1012
02390.png,10.5267
02391.png,16.6641
02392.png,12.8391
02393.png,17.3862
02394.png,11.7737
02395.png,18.1091
02396.png,19.1719
02397.png,12.8403
02398.png,19.5988
02399.png,17.0891
02400.png,11.0996
02401.png,12.3657
02402.png,10.0124
02403.png,10.1273
02404.png,11.2591
02405.png,14.1747
02406.png,17.3756
02407.png,15.7482
02408.png,17.9089
02409.png,12.7544
02410.png,16.7728
02411.png,10.5705
02412.png,17.1078
02413.png,13.1824
02414.png,11.8538
02415.png,10.6476
02416.png,15.6525
02417.png,18.5574
02418.png,11.8454
02419.png,13.5361
02420.png,17.6975
02421.png,15.3072
02422.png,16.8446
02423.png,11.0508
02424.png,18.8927
02425.png,10.7079
02426.png,18.3533
02427.png,12.4542
02428.png,17.0341
02429.png,11.2679
02430.png,10.4263
02431.png,13.1123
02432.png,18.0740
02433.png,12.9150
02434.png,19.9490
02435.png,19.3714
02436.png,11.5780
02437.png,13.9977
02438.png,12.8716
02439.png,12.3371
02440.png,10.4397
02441.png,14.4470
02442.png,14.0182
02443.png,14.5451
02444.png,13.1931
02445.png,12.6423
02446.png,12.7571
02447.png,13.6932
02448.png,10.5049
02449.png,17.2852
02450.png,17.7814
02451.png,12.9097
02452.png,12.2437
02453.png,12.9814
02454.png,17.4248
02455.png,11.4185
02456.png,11.6619
02457.png,19.7060
02458.png,15.1016
02459.png,11.8397
02460.png,12.8654
02461.png,14.4844
02462.png,15.9534
02463.png,11.9431
02464.png,18.1934
02465.png,10.1543
02466.png,15.0955
02467.png,11.2530
02468.png,19.8990
02469.png,11.7233
02470.png,13.7142
02471.png,10.7254
02472.png,10.4050
